label,frame,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
WANT,14,0.390914768,0.41124925,0.41295144,0.386867464,0.365540981,0.420670033,0.401005775,0.397901058,0.400812179,0.396108419,0.379022628,0.380500197,0.383211464,0.372644901,0.359186798,0.363910496,0.367832631,0.350230396,0.34226504,0.348692805,0.351767033,0.694963574,0.662856936,0.609829366,0.572155893,0.563121915,0.64710784,0.573899925,0.589237571,0.612725973,0.660834908,0.579575002,0.595800936,0.621122241,0.663811147,0.588321686,0.603350878,0.625992894,0.659260631,0.598785877,0.606586516,0.626538157
WANT,15,0.389380217,0.407267839,0.408431679,0.38355431,0.369028449,0.419401705,0.400210202,0.396691889,0.399354845,0.394137532,0.378279239,0.379833192,0.382608593,0.370580971,0.358435214,0.363406181,0.36686492,0.348119259,0.341552019,0.347961456,0.350885928,0.693094552,0.661914408,0.61154294,0.575077832,0.556777477,0.64785713,0.574504495,0.587384462,0.61059618,0.661761582,0.578518093,0.592461169,0.617704868,0.664517403,0.585913539,0.599861324,0.622247458,0.65955317,0.598302543,0.60448283,0.622447133
WANT,16,0.390964746,0.410222739,0.410733193,0.385104179,0.367949814,0.420956194,0.399670213,0.396489948,0.399605781,0.39571777,0.377992362,0.379990458,0.382503182,0.371663392,0.357175082,0.363358498,0.367207736,0.348561645,0.340259701,0.348303497,0.352512807,0.69262749,0.660940766,0.607373178,0.569529057,0.55825001,0.645192325,0.574412882,0.586641192,0.60897857,0.660006344,0.577508271,0.591135323,0.617107153,0.663680434,0.585650623,0.59850949,0.620705962,0.659745812,0.598237455,0.604207516,0.622025788
WANT,17,0.390514255,0.41116491,0.413743734,0.387745529,0.3672131,0.420868248,0.400838345,0.399227023,0.402493,0.395741224,0.379153639,0.382318944,0.384655058,0.372042835,0.358560354,0.365308821,0.368986458,0.349427938,0.341668576,0.349896193,0.353649944,0.692160368,0.661563396,0.6092152,0.570592284,0.558600545,0.647057295,0.576218963,0.58680445,0.608873904,0.660503507,0.577304304,0.589372218,0.615820765,0.662503541,0.584299147,0.59551096,0.617549062,0.656906009,0.596032739,0.601511776,0.61909014
WANT,18,0.391641438,0.411107183,0.413716644,0.388439387,0.370806009,0.422263473,0.401091874,0.399149388,0.402760297,0.397022754,0.379313648,0.382208645,0.385340333,0.373084307,0.358993828,0.365172237,0.369591922,0.349913031,0.342154801,0.35059154,0.355296314,0.692403615,0.662686884,0.610936642,0.572530568,0.556238055,0.646216035,0.574619293,0.587876618,0.610548854,0.660388529,0.577386916,0.591361523,0.616996109,0.663074076,0.584887207,0.59731251,0.618734717,0.657892823,0.596960545,0.601206541,0.617116988
WANT,19,0.39223206,0.412907273,0.416550428,0.389106631,0.364428967,0.423167765,0.402281761,0.400388777,0.403911322,0.397784919,0.380566865,0.383400023,0.386322141,0.373790085,0.360001743,0.365983248,0.370440006,0.350718558,0.34197852,0.350214064,0.355188847,0.691687524,0.661513507,0.609638155,0.572331011,0.559437096,0.645664215,0.573203027,0.589400649,0.612890422,0.660209656,0.577044487,0.593338549,0.619882286,0.663186312,0.584650636,0.598968029,0.621989608,0.658360004,0.596762657,0.601310015,0.618697762
WANT,20,0.39195767,0.412992179,0.416202635,0.388552904,0.363651723,0.422501296,0.402870297,0.401036739,0.4041906,0.396478564,0.381385952,0.384205818,0.386189103,0.372380912,0.360952973,0.367038399,0.370395452,0.349707663,0.343051583,0.351595372,0.355751932,0.692200661,0.662127197,0.6090464,0.570966899,0.558958948,0.646443605,0.573504686,0.589224339,0.612638533,0.659936607,0.575969815,0.591549456,0.617930055,0.662214696,0.583571613,0.597909451,0.620436013,0.656787813,0.595541,0.6013363,0.618612647
WANT,21,0.39204669,0.41242069,0.415871769,0.389748275,0.366342753,0.423200965,0.403628021,0.400696635,0.403878301,0.397679508,0.38199842,0.383968323,0.386291236,0.373800337,0.360727251,0.366815299,0.370840311,0.35083285,0.34239614,0.351106107,0.356162637,0.692141831,0.661926866,0.608509541,0.569621265,0.558365107,0.646224201,0.573886573,0.58730942,0.609196067,0.660493195,0.576196373,0.590184331,0.616665661,0.663249254,0.583477318,0.595323861,0.617356598,0.657831728,0.596519589,0.601032853,0.617972493
WANT,22,0.391827554,0.412352443,0.415523827,0.387496084,0.362206668,0.423493534,0.402846247,0.400346786,0.403992951,0.397639066,0.381245255,0.384066224,0.386488557,0.373616517,0.360250324,0.366718233,0.370804548,0.350774407,0.342837662,0.351363003,0.355694503,0.69158411,0.660569906,0.608651459,0.572389305,0.563023925,0.647036254,0.573561788,0.588424385,0.611591518,0.661295652,0.57663238,0.591110528,0.617772937,0.663340747,0.584107697,0.597272635,0.619964659,0.657184958,0.596029818,0.602830768,0.621791005
WANT,23,0.393153161,0.413516134,0.416765213,0.38883853,0.363822401,0.42418766,0.403002679,0.401125401,0.404792517,0.398320854,0.381502777,0.384730667,0.38716194,0.374281496,0.361223668,0.367711633,0.371834368,0.351420462,0.342978954,0.352131188,0.357322603,0.691402435,0.660583913,0.60971421,0.573755622,0.564306438,0.647715569,0.57373631,0.589408636,0.612707257,0.661752641,0.577823281,0.592893064,0.619242311,0.663904071,0.584899187,0.598613799,0.621385515,0.658163607,0.597409308,0.603185415,0.621628165
WANT,24,0.394273847,0.413854301,0.416512519,0.389901191,0.367172897,0.424369097,0.403894305,0.402617693,0.406542629,0.39929539,0.382670224,0.386005759,0.388888478,0.375498861,0.361701965,0.368143201,0.37304914,0.352524042,0.343710601,0.352414101,0.357980728,0.691799819,0.661434531,0.610863805,0.572737515,0.560719728,0.648494363,0.575949192,0.587747633,0.610097587,0.662090182,0.579814851,0.591814816,0.617279947,0.664763272,0.585712016,0.596104741,0.617745161,0.659741282,0.599390984,0.601789474,0.617840588
WANT,25,0.395521671,0.41491133,0.418024749,0.389940053,0.365322262,0.425432444,0.404107243,0.403353721,0.407315284,0.399908572,0.382599294,0.386000365,0.389489263,0.375951827,0.361711949,0.367782593,0.373037338,0.352695405,0.344688535,0.352564901,0.357535362,0.691158473,0.661472023,0.611791134,0.574831605,0.562063813,0.649453223,0.57626307,0.589286566,0.613490641,0.663305581,0.57990104,0.594537854,0.621914566,0.66582948,0.586104572,0.599006295,0.622595608,0.660479486,0.600060999,0.603955567,0.622031569
WANT,26,0.397080392,0.415755242,0.419946313,0.396856576,0.377969503,0.427919924,0.405608237,0.4030132,0.406113535,0.403561532,0.384208918,0.385559261,0.388830751,0.37952885,0.364419699,0.368182123,0.372654468,0.355606526,0.34853816,0.353207201,0.355637431,0.693343997,0.664692819,0.614331365,0.575630605,0.555892527,0.648057401,0.576474428,0.58996886,0.613791645,0.662501276,0.580156684,0.596520066,0.623680234,0.665980875,0.587443113,0.602895141,0.627097726,0.66146338,0.601009727,0.608421862,0.628308415
WANT,27,0.39920795,0.418103844,0.421465099,0.394261837,0.369875789,0.430354744,0.407182395,0.404903173,0.408083498,0.404823422,0.384294808,0.38681227,0.390181184,0.38043493,0.364015818,0.369148403,0.373874277,0.35659802,0.348920494,0.355473489,0.358859181,0.696677685,0.666195631,0.614602447,0.576464772,0.563178539,0.649186671,0.577074766,0.592331886,0.615838408,0.66332078,0.580759287,0.598418355,0.62506634,0.666216373,0.589830339,0.605656147,0.628696501,0.661412895,0.601504564,0.609933138,0.629565597
WANT,28,0.399660587,0.419555098,0.422677338,0.394290179,0.369386643,0.431180209,0.408196539,0.407169551,0.411047578,0.405477107,0.386489898,0.389572233,0.392413974,0.38102302,0.365242362,0.370930433,0.375386804,0.356942713,0.348403573,0.356122971,0.360408247,0.697135568,0.665896177,0.612987339,0.57556659,0.56432873,0.649062395,0.577899635,0.592637122,0.615464747,0.663989604,0.581467927,0.597601533,0.624278605,0.667509317,0.5897277,0.603963852,0.626687109,0.663109541,0.602395833,0.608717084,0.627172589
WANT,29,0.399597734,0.419611245,0.423508734,0.396381706,0.372100294,0.430669487,0.410035163,0.409438074,0.413287908,0.405123651,0.388427526,0.391070336,0.393519402,0.380851626,0.367157727,0.372674048,0.377114683,0.357058585,0.349181563,0.357342839,0.362635136,0.693907976,0.663800359,0.612159848,0.574446023,0.562542021,0.650356412,0.579598248,0.591789842,0.614096761,0.664445817,0.582235396,0.596359372,0.62300086,0.667160273,0.588577747,0.601396084,0.62442565,0.662270069,0.60087955,0.604301453,0.621130764
WANT,0,0.585902572,0.57440573,0.576875269,0.586859882,0.598031819,0.628213167,0.658568203,0.682674408,0.700550139,0.642372549,0.678124011,0.701783359,0.718849063,0.646279812,0.677356899,0.696657598,0.710841894,0.642709434,0.661304533,0.675091445,0.684834778,0.651820362,0.654268205,0.657565713,0.64608562,0.621127665,0.6882658,0.676203966,0.654477239,0.62778759,0.671968222,0.661848068,0.638716578,0.613671184,0.65351969,0.641570926,0.621996641,0.600894868,0.631827593,0.625932872,0.613325953,0.599623561
WANT,1,0.580032647,0.564181387,0.561128974,0.566646874,0.576161981,0.616215408,0.635715365,0.648953378,0.663121223,0.636406898,0.668666601,0.689616442,0.705886602,0.646876216,0.677754223,0.696656048,0.711196363,0.648403525,0.669737875,0.683440149,0.693163574,0.651803136,0.655200899,0.662079692,0.654061317,0.633398473,0.687131703,0.678246975,0.657763541,0.632448912,0.669412792,0.655300736,0.634019732,0.611349702,0.650976837,0.634717345,0.615119457,0.594443977,0.632029414,0.620209038,0.605494797,0.590703785
WANT,2,0.564510107,0.594288886,0.630702555,0.656111598,0.674474597,0.648498178,0.678599536,0.695404291,0.706727028,0.641305387,0.671005428,0.686986148,0.69848001,0.62659955,0.651604056,0.665457368,0.676901281,0.606005073,0.623614609,0.633969367,0.643384159,0.656229079,0.619911134,0.601936638,0.584518433,0.5623312,0.636347473,0.627049863,0.611378968,0.592275202,0.65329653,0.6431216,0.624442995,0.603026927,0.668731809,0.656624258,0.638338208,0.617196739,0.681599796,0.673499465,0.66006428,0.643916249
WANT,3,0.549871504,0.57985419,0.618472338,0.6420995,0.658111334,0.6407426,0.667916298,0.681792438,0.689019382,0.63237375,0.659705818,0.674207449,0.682750881,0.616589665,0.639813364,0.651903808,0.660128832,0.594380438,0.612242579,0.621388316,0.628146946,0.657064378,0.620884776,0.602177918,0.583535612,0.560104191,0.644932687,0.634932697,0.613218784,0.588210821,0.658800125,0.644863427,0.619961083,0.593784332,0.670774162,0.653943658,0.632564962,0.610331953,0.679444194,0.666011453,0.649888575,0.633102357
WANT,4,0.536539257,0.564679742,0.599689126,0.623396277,0.642251432,0.624759614,0.653083682,0.666306257,0.671918988,0.618418634,0.646112978,0.657789111,0.662361324,0.60505116,0.62941587,0.638447881,0.642675102,0.585593104,0.602023959,0.609348774,0.614048004,0.65651685,0.627407134,0.609891832,0.59132272,0.571099341,0.645621657,0.632999837,0.61014539,0.58515501,0.656220078,0.640431702,0.613957942,0.587635994,0.665656328,0.647097528,0.622160733,0.597674847,0.672191262,0.658418715,0.640645444,0.622304916
WANT,5,0.45583123,0.480093688,0.495937407,0.498134851,0.491107106,0.50612247,0.497686028,0.487601936,0.486061245,0.486664951,0.474513471,0.468288988,0.469381005,0.461973578,0.450146854,0.445232719,0.448037714,0.434564292,0.418660998,0.416952193,0.419926763,0.714783669,0.684096873,0.640075028,0.601019382,0.580339611,0.642068148,0.583154917,0.583647788,0.595802665,0.656003833,0.596813202,0.596203387,0.605995834,0.66911906,0.615453243,0.612822652,0.618751585,0.679338038,0.639609993,0.641156614,0.647950709
WANT,6,0.442456543,0.466827631,0.478045762,0.473984033,0.45944795,0.48746267,0.460506439,0.453700215,0.458472461,0.466669708,0.435536146,0.434093565,0.441426069,0.44132632,0.413142443,0.413983554,0.424105167,0.416048616,0.3925336,0.393947095,0.401876837,0.71878922,0.688457131,0.645007014,0.607372642,0.586992562,0.621534467,0.590384662,0.608924091,0.622123361,0.632716238,0.610194325,0.630302608,0.642481923,0.647481978,0.628809988,0.6463328,0.655905247,0.660986841,0.648731291,0.661863089,0.668542624
WANT,7,0.433573961,0.453295678,0.461155057,0.459064037,0.454627395,0.460860193,0.438762039,0.433601826,0.437234282,0.440316319,0.419043988,0.418141723,0.423398405,0.417629123,0.398843259,0.400013924,0.405548692,0.394535869,0.379092276,0.380433857,0.384231925,0.715184391,0.684746981,0.640486836,0.601609528,0.574990988,0.623360574,0.58356899,0.600286603,0.614200473,0.635652781,0.601920307,0.620076597,0.634772718,0.651196957,0.626924634,0.641029954,0.650887132,0.66654563,0.652069092,0.662048876,0.66709137
WANT,8,0.418978602,0.439778864,0.454820096,0.446928114,0.428917378,0.431934565,0.423926622,0.427697003,0.430782884,0.406560153,0.400896221,0.408388674,0.411419749,0.385263026,0.380677223,0.388581812,0.392183751,0.367010623,0.362965465,0.369880855,0.373407781,0.716299474,0.689231098,0.651607096,0.619630814,0.603591383,0.61590445,0.605772078,0.624689639,0.631916583,0.630736887,0.619677603,0.635645866,0.642865121,0.648651838,0.635158777,0.649412394,0.656416237,0.665885746,0.652911603,0.664958715,0.671508908
WANT,9,0.402432978,0.420987725,0.437278062,0.439758867,0.427835375,0.419923395,0.412829638,0.400022507,0.386781663,0.395145208,0.386385083,0.392717481,0.397930294,0.37334308,0.367601246,0.375287861,0.380270213,0.354692101,0.348951221,0.356909126,0.362801641,0.708878934,0.694857955,0.673161149,0.661817729,0.654875517,0.615887046,0.589097023,0.583221912,0.584434927,0.623726308,0.620068073,0.645396709,0.660105467,0.640714586,0.638115346,0.659765124,0.671995401,0.661469162,0.657157779,0.67394948,0.68301779
WANT,10,0.39535889,0.414305061,0.421575963,0.404388726,0.379683107,0.400797546,0.392203897,0.387102127,0.382221013,0.376326054,0.375648588,0.383738041,0.38905558,0.356184244,0.35824421,0.367287278,0.373248398,0.33838582,0.340050161,0.349065542,0.354385644,0.716936707,0.685879946,0.638629973,0.60887754,0.601512015,0.61516875,0.599014044,0.603431284,0.606808186,0.622910917,0.638617635,0.665004194,0.676100969,0.638187528,0.654048264,0.677811086,0.687471688,0.655019224,0.657881021,0.677139223,0.686351478
WANT,11,0.388303876,0.408594102,0.410512447,0.388613433,0.36507228,0.397511005,0.385448813,0.374841213,0.366535276,0.372538537,0.366871744,0.372736275,0.379829109,0.351277292,0.349590212,0.357792705,0.365633339,0.333255798,0.332945824,0.341189802,0.347208172,0.720230222,0.684777498,0.638884604,0.610339284,0.606604099,0.628908992,0.605856478,0.610725701,0.61871624,0.634701967,0.642176986,0.661797166,0.674682498,0.646249533,0.655999064,0.673813283,0.684912145,0.659597397,0.660435259,0.675777793,0.685448825
WANT,12,0.385546207,0.404606551,0.401181728,0.373111874,0.348760337,0.39440006,0.377519339,0.372076541,0.372366607,0.370137095,0.35919866,0.363901347,0.369867951,0.348054916,0.33999899,0.348033398,0.354535103,0.329129606,0.323243797,0.330970347,0.336204201,0.719217002,0.680689871,0.634485781,0.610742748,0.61326772,0.635969818,0.600998044,0.6138978,0.629759252,0.646925688,0.62977314,0.64630878,0.659617662,0.657390416,0.643450379,0.657268524,0.669508994,0.666607559,0.647741437,0.660498261,0.673072159
WANT,13,0.385100871,0.403744161,0.396750033,0.365097135,0.33982864,0.398828506,0.372303814,0.372163773,0.37774083,0.375432432,0.355034918,0.358986825,0.364396513,0.352347165,0.33595866,0.343319744,0.349482685,0.330778599,0.319521725,0.327353269,0.332483441,0.724706769,0.682884276,0.633989155,0.611196339,0.617036879,0.669804931,0.612217188,0.614499271,0.628824532,0.685508609,0.631093323,0.633301914,0.647553027,0.691363692,0.641164303,0.642196417,0.653941751,0.691392124,0.650136948,0.652349532,0.66548574
WANT,14,0.379306942,0.400388062,0.39514178,0.367869288,0.345308185,0.391102016,0.372769207,0.376026869,0.382001907,0.366464794,0.354071349,0.35859862,0.362760544,0.343411535,0.334817141,0.341726631,0.346208811,0.323590577,0.319913089,0.326761752,0.329651594,0.726724863,0.685771167,0.639972806,0.613987029,0.615546525,0.657381594,0.608721852,0.622872472,0.643516958,0.665631235,0.623301268,0.632789612,0.649761915,0.670584023,0.633694112,0.640034318,0.653751671,0.672652006,0.642849863,0.649147093,0.661478758
WANT,15,0.381857574,0.402885377,0.399363488,0.37348488,0.349860817,0.39481312,0.375458449,0.379539132,0.386222869,0.370267928,0.354536206,0.361339986,0.367887199,0.347351491,0.334408581,0.344233781,0.352283299,0.327655137,0.319271892,0.329195976,0.336223871,0.727613091,0.688402236,0.642317474,0.615302324,0.613033473,0.675304294,0.614597082,0.621868789,0.644595802,0.686493158,0.629527748,0.630051136,0.647588968,0.690250278,0.636384666,0.634149492,0.646382511,0.689230382,0.648777723,0.645029902,0.653934538
WANT,16,0.384301394,0.403817683,0.399252176,0.372655451,0.349675864,0.395178169,0.374625772,0.37705186,0.382611573,0.370960563,0.354975104,0.359248072,0.363395035,0.348291337,0.335078269,0.342997015,0.348970473,0.32863155,0.32041797,0.328276485,0.332621962,0.727182865,0.689498484,0.639807403,0.609351635,0.605879605,0.675730109,0.614307761,0.614287734,0.62967521,0.688617945,0.627741337,0.62155062,0.633377314,0.692879736,0.63649106,0.628613889,0.636807859,0.691794574,0.649107456,0.64099884,0.645926058
WANT,17,0.380894035,0.401502728,0.399229527,0.378599375,0.35795626,0.401786387,0.377225012,0.373843729,0.3774122,0.377434582,0.35533917,0.356710821,0.362530053,0.353718579,0.334472626,0.339534014,0.346460879,0.332752496,0.31864056,0.326038241,0.333757073,0.724166393,0.690572083,0.64610374,0.617918134,0.604424119,0.688189924,0.611960709,0.60002172,0.612549126,0.700850487,0.625170767,0.610821664,0.622076154,0.704542339,0.634055197,0.6182096,0.623942971,0.701818943,0.650090396,0.633895576,0.635570765
WANT,18,0.382018983,0.402051926,0.399857283,0.378118992,0.359068692,0.399776876,0.380628943,0.380593985,0.385571629,0.376017332,0.357039511,0.359793872,0.365873128,0.353614092,0.335534304,0.341276109,0.34908691,0.333287507,0.320421964,0.327872306,0.335791141,0.722066104,0.690340459,0.644035339,0.61199522,0.59454143,0.688844025,0.620440125,0.606979549,0.616214216,0.701238096,0.629388511,0.611880958,0.618654788,0.703984141,0.634325624,0.617236257,0.620931447,0.700828195,0.646816254,0.63141638,0.633383512
WANT,19,0.381207824,0.401771992,0.400542587,0.377298266,0.354804337,0.399077922,0.379491895,0.379768074,0.384854227,0.374695182,0.357490063,0.360727012,0.366289288,0.351174057,0.336922646,0.343128771,0.349848628,0.330471009,0.320848823,0.328043938,0.33374238,0.723091066,0.691731513,0.645988345,0.614708185,0.602249444,0.680674732,0.614880562,0.61332655,0.629209578,0.690987051,0.624598145,0.619454026,0.633259833,0.693317473,0.631948113,0.624208212,0.632398546,0.691184163,0.645646334,0.637166142,0.641932249
WANT,20,0.382758498,0.402951032,0.400969803,0.377440959,0.354943067,0.400326282,0.380264133,0.37984857,0.384732276,0.37640366,0.356759459,0.360082597,0.367065996,0.353176951,0.335943729,0.342845261,0.351050049,0.332214862,0.320891649,0.32886669,0.336228371,0.720550239,0.687728286,0.640216053,0.608743548,0.596026301,0.682959795,0.614089489,0.611839175,0.62883997,0.695831954,0.624254107,0.616400719,0.630356073,0.699051201,0.631332815,0.621233702,0.629127204,0.696141481,0.645637751,0.634268224,0.638093531
WANT,21,0.382675081,0.402056694,0.398420155,0.372796327,0.349788487,0.401553899,0.379615933,0.37865749,0.383886844,0.378280044,0.35677442,0.358511865,0.364721835,0.355279535,0.335723251,0.340996027,0.34852007,0.334647387,0.321739405,0.328221381,0.334767759,0.721397996,0.68734777,0.639980435,0.611247838,0.602791488,0.682209551,0.613128245,0.612689674,0.631875753,0.695196688,0.622569859,0.616587877,0.6329602,0.698915601,0.631286323,0.623236597,0.633862078,0.697223783,0.646425307,0.636041641,0.642166317
WANT,22,0.384461761,0.403699517,0.399899036,0.374825656,0.351669759,0.401185691,0.380921364,0.381584942,0.387189806,0.378330231,0.358236432,0.361636341,0.368238598,0.355829686,0.337248683,0.343139231,0.350403368,0.335315645,0.321604222,0.328145742,0.334402621,0.724240065,0.689210832,0.641131282,0.610310137,0.600219011,0.683845222,0.613765359,0.614404798,0.633919895,0.699075222,0.622339129,0.620163023,0.639094353,0.7038849,0.630895793,0.625529766,0.638553679,0.702492952,0.646195412,0.636561751,0.644191444
