label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41
A,0.222614512,0.269880652,0.336217552,0.379133165,0.405309647,0.327610999,0.367067575,0.354179144,0.338998199,0.301397651,0.343983382,0.332960546,0.31761831,0.276570976,0.318099558,0.307598889,0.291729093,0.254102737,0.293554872,0.285523444,0.270560622,0.556544304,0.516496599,0.462217212,0.425280303,0.41087842,0.427859604,0.40521276,0.422109425,0.434936136,0.441338509,0.418802977,0.435824394,0.448821485,0.459138811,0.439808726,0.455501735,0.466933727,0.479724675,0.46313718,0.478665769,0.489021271,0.548080981,0.514267325,0.505712211,0.49180904,0.460555673,0.536428213,0.602200985,0.587754786,0.564781964,0.568927884,0.633042157,0.613559186,0.591803372,0.599358439,0.652727246,0.633823693,0.614111304,0.625552893,0.663600624,0.648017108,0.633082092,0.57025826,0.535363078,0.519063115,0.497912169,0.463023752,0.554311633,0.610271573,0.608489215,0.589622498,0.590083539,0.643046379,0.638378322,0.618789017,0.62470293,0.6679461,0.661503553,0.6431638,0.656096578,0.684344172,0.675821185,0.659941435
A,0.207461953,0.253754169,0.319637895,0.362852603,0.391151547,0.309856594,0.353630602,0.34418413,0.33013171,0.280530304,0.329856753,0.317931533,0.30067423,0.252547413,0.300756246,0.288083047,0.270720333,0.227804393,0.27047801,0.261048764,0.243863031,0.556902528,0.513147235,0.459986389,0.420942873,0.400330395,0.423538446,0.398044884,0.415121168,0.428278357,0.436398,0.416700006,0.434168369,0.4451527,0.455099374,0.440007836,0.456962854,0.467247009,0.477098733,0.464253098,0.480284929,0.488837242,0.459673434,0.425677836,0.418138534,0.408047378,0.377824396,0.433267057,0.512828588,0.511479676,0.4949027,0.467174739,0.547079265,0.528964102,0.503899336,0.499822378,0.565014541,0.544553399,0.521764338,0.527254164,0.575085759,0.556719303,0.535658121,0.481035441,0.449329495,0.43181175,0.410414994,0.378159046,0.464327514,0.533411324,0.545634568,0.536345124,0.495906979,0.566651344,0.568199575,0.550484836,0.529730499,0.588261485,0.584454238,0.566838205,0.562734842,0.603839517,0.595088601,0.577952862
A,0.315631926,0.35844931,0.422112763,0.464933455,0.49135685,0.427277774,0.467294663,0.450185537,0.432783067,0.403267086,0.445149511,0.429907411,0.412635595,0.377786517,0.419122547,0.404856116,0.388200194,0.354114771,0.39236629,0.38150242,0.365782589,0.66499722,0.6175403,0.558364868,0.516456425,0.499476761,0.535073638,0.505182862,0.523979604,0.53813976,0.552892387,0.521733165,0.540000021,0.553924024,0.574418783,0.547278821,0.564317405,0.577801824,0.598173261,0.573628545,0.588632524,0.600690067,0.45533061,0.419629008,0.408597022,0.395471215,0.363091975,0.429466337,0.504174769,0.499569237,0.478740662,0.462788194,0.536269367,0.52285409,0.499163926,0.496220499,0.557134569,0.543109119,0.522915602,0.52589345,0.569438815,0.556378901,0.538329303,0.465189964,0.432559937,0.42016542,0.401870251,0.362737238,0.45053187,0.516654372,0.513051391,0.492363811,0.485330999,0.548124313,0.540318012,0.52090317,0.51944375,0.572152734,0.560518205,0.541307569,0.551054657,0.586200416,0.572730422,0.55575037
A,0.388890535,0.431973964,0.491758555,0.531083822,0.555290461,0.504934072,0.540045798,0.522859752,0.506070435,0.484524399,0.519537985,0.501933634,0.486191481,0.459449798,0.494597673,0.477652073,0.462820858,0.434427291,0.466476113,0.454299539,0.441017926,0.730531871,0.681172967,0.620632648,0.580134869,0.562698603,0.606747925,0.567437768,0.58560425,0.600834489,0.629943371,0.587499857,0.604871333,0.620207012,0.655274868,0.615189254,0.632592857,0.648366392,0.681453466,0.644653559,0.658028066,0.672200739,0.413948357,0.384160876,0.375766814,0.364892364,0.337097198,0.395102024,0.472997576,0.477396458,0.459339857,0.423077464,0.501194596,0.495404124,0.473869264,0.452579707,0.519866884,0.509754598,0.488996536,0.479433864,0.53155309,0.519577622,0.498963773,0.431362361,0.403672487,0.393478155,0.373979926,0.336308837,0.414351821,0.491229177,0.487940609,0.4653157,0.44596377,0.520858169,0.511387169,0.488870353,0.478088826,0.539299071,0.526282787,0.505333185,0.509181499,0.552627146,0.538163126,0.519262016
A,0.45408693,0.494296819,0.545045495,0.581387341,0.600846827,0.575795531,0.604356706,0.586083055,0.573146939,0.563242555,0.591058731,0.573556304,0.559795618,0.544540823,0.569067419,0.552999616,0.539417505,0.523607016,0.545982718,0.531976938,0.51996541,0.765196979,0.720448196,0.662310183,0.622665703,0.601611853,0.654662371,0.618303239,0.63507539,0.649141788,0.676076233,0.637495995,0.654384911,0.668336034,0.700237215,0.663818359,0.679719567,0.693291843,0.72485733,0.69354409,0.704936326,0.716736615,0.538446903,0.499851584,0.478605956,0.460497469,0.430773824,0.503609657,0.563531041,0.563993573,0.547543526,0.534857213,0.592595518,0.588124454,0.570843279,0.567837894,0.618862391,0.611523926,0.593912542,0.598788798,0.635585248,0.62721777,0.611038923,0.521179855,0.492539942,0.484106064,0.465617567,0.432324737,0.504219651,0.569776833,0.567201495,0.547004223,0.533849716,0.601100802,0.591067076,0.569534719,0.563959897,0.621973097,0.60735625,0.586332977,0.592534006,0.633304179,0.618365049,0.600319505
A,0.463378191,0.501982808,0.553508162,0.587743998,0.604429722,0.578237295,0.60428679,0.586534858,0.573144853,0.564293802,0.589642406,0.572460115,0.560012877,0.545571327,0.569226146,0.553774595,0.542111099,0.525914371,0.546421707,0.533161819,0.522898614,0.767765999,0.725781977,0.671084285,0.632473469,0.610196531,0.66653806,0.6339975,0.649591029,0.662104964,0.690264106,0.654327452,0.669681787,0.682887077,0.715139985,0.680049062,0.693092227,0.706060886,0.739050746,0.707485318,0.716210008,0.72837311,0.534945726,0.502135158,0.486825705,0.472238272,0.444082856,0.505133629,0.568818271,0.567659974,0.550155818,0.532055318,0.594901085,0.587697387,0.5690521,0.561031878,0.616461754,0.606557608,0.587500215,0.588855147,0.627994537,0.617687523,0.600725114,0.515313148,0.492938399,0.491390407,0.479101956,0.449358165,0.507995605,0.575597286,0.567878962,0.546781003,0.534367025,0.603260934,0.588522315,0.56606847,0.560338855,0.618825316,0.601991832,0.58013463,0.584624767,0.624995232,0.610600412,0.593239546
A,0.368625522,0.407358497,0.459193766,0.494096547,0.510476708,0.472808182,0.498308033,0.481048614,0.46789515,0.455417752,0.480396599,0.465794623,0.454452425,0.435346842,0.457993984,0.444930494,0.434794813,0.415004611,0.435504377,0.424049765,0.414815277,0.659446359,0.620384693,0.569618642,0.535906792,0.51680088,0.560831845,0.534082472,0.548288703,0.558986306,0.579512596,0.551106989,0.565820456,0.576921046,0.599726319,0.572287798,0.585041583,0.595636427,0.619895756,0.596822202,0.607628882,0.617888689,0.563075662,0.535568237,0.526013315,0.515104532,0.486154228,0.545506179,0.608882844,0.603753448,0.584068835,0.570408762,0.632855654,0.623518646,0.605306268,0.595852911,0.650603473,0.640491724,0.623328626,0.6189484,0.65857482,0.648097396,0.63197577,0.557773948,0.534106493,0.528346419,0.516662598,0.491791546,0.550379634,0.607970357,0.601654708,0.582148015,0.575817525,0.635372221,0.624039292,0.602983832,0.600298762,0.651601553,0.639130771,0.618951857,0.622816026,0.658276677,0.645553112,0.62799561
A,0.268691242,0.308953047,0.366981417,0.405867279,0.429565668,0.362948865,0.395404786,0.383637369,0.370386362,0.33922407,0.375260442,0.363692194,0.349944323,0.314822555,0.348895341,0.338393092,0.326351613,0.291854292,0.321014673,0.312466234,0.301040441,0.573349953,0.534278095,0.485239685,0.452739656,0.436787009,0.461060554,0.437421232,0.454514742,0.466380656,0.474557221,0.451652706,0.468346715,0.478769839,0.491847903,0.47108528,0.486620873,0.496313602,0.51111424,0.493080258,0.507174611,0.516624868,0.526052654,0.501407146,0.497624576,0.490430623,0.464150876,0.511006892,0.577077985,0.577351153,0.561320186,0.536786735,0.608917654,0.597037673,0.573788106,0.562649429,0.625032842,0.610560238,0.588889599,0.585189402,0.631377876,0.618229091,0.599437714,0.562899828,0.534056902,0.517253041,0.496119142,0.465762138,0.539922059,0.599155962,0.600708961,0.583066404,0.567349494,0.628175855,0.623939693,0.604028165,0.596413374,0.649483085,0.642249465,0.623497367,0.625068247,0.661737382,0.652285695,0.635686815
A,0.271159142,0.312309086,0.373746991,0.413705051,0.43913722,0.369950473,0.409846812,0.395861655,0.38092792,0.344789028,0.388376296,0.373281956,0.356985539,0.319641501,0.362259924,0.348130763,0.333379626,0.297206938,0.335331023,0.324859321,0.309664845,0.60441196,0.560434222,0.506174088,0.468300611,0.449270785,0.483491629,0.453293473,0.473011881,0.486992449,0.500449836,0.473087609,0.491272956,0.501755774,0.521404505,0.497094989,0.514395535,0.52464807,0.544445336,0.524717271,0.539687812,0.549681902,0.454967618,0.423344761,0.41529566,0.403860688,0.374083579,0.426275253,0.501030803,0.498548031,0.478180617,0.455882251,0.533398747,0.518805742,0.494518608,0.486012846,0.550783396,0.534047663,0.511679471,0.511716008,0.561286449,0.546054959,0.524756253,0.462799877,0.436429083,0.426961333,0.410153866,0.379364133,0.45046556,0.518935084,0.517548978,0.496279687,0.477918863,0.551134288,0.542244911,0.519723177,0.506346524,0.569775283,0.557317317,0.535275459,0.533767343,0.579487801,0.565204442,0.544673622
A,0.315964282,0.362952918,0.421362609,0.463552266,0.48859483,0.434704691,0.475106835,0.45865491,0.441430986,0.41348663,0.453909695,0.439871609,0.42306596,0.388191879,0.427039802,0.41421783,0.397443414,0.362671077,0.396916628,0.387518346,0.372880936,0.677174985,0.627647221,0.567679107,0.523501456,0.501113772,0.545512855,0.51565063,0.531903327,0.546731055,0.565061629,0.532898486,0.548425078,0.56392014,0.587928534,0.55755806,0.570281506,0.585031807,0.611810565,0.583138704,0.594187379,0.606949091,0.519579291,0.479629546,0.465853006,0.447034687,0.414505124,0.518591523,0.570126176,0.563258946,0.544918716,0.55612129,0.605052233,0.590733349,0.572172463,0.588061571,0.630573869,0.613962471,0.59615916,0.613826215,0.644215405,0.62910068,0.614065886,0.520454407,0.480214745,0.468168139,0.44918108,0.414478898,0.521200418,0.574240685,0.568014085,0.549657941,0.560351729,0.60618031,0.596493125,0.578894019,0.594201505,0.629137576,0.617908001,0.601273596,0.62248981,0.645728767,0.63319391,0.618440211
A,0.397824109,0.441846848,0.498239636,0.539015353,0.561353981,0.513112307,0.551882684,0.535860777,0.519208193,0.494009435,0.532171071,0.518286526,0.501682281,0.471051902,0.508151293,0.495321214,0.47855562,0.44736886,0.482093781,0.471219271,0.455542207,0.744737327,0.692102194,0.630824506,0.588235497,0.566001356,0.625090718,0.587761343,0.601357758,0.615080118,0.646315098,0.605929971,0.618916154,0.63478905,0.667476058,0.627881467,0.63864994,0.654215813,0.687248051,0.649685562,0.659709096,0.674593329,0.542967618,0.502901018,0.485255241,0.465871483,0.433235884,0.536746502,0.582941413,0.573200643,0.556220412,0.572557151,0.616649806,0.602457523,0.586208522,0.604399621,0.642666817,0.628332198,0.612986445,0.630284965,0.657299161,0.644539952,0.633119047,0.533868551,0.496419102,0.485869884,0.467020273,0.432990968,0.531146169,0.584089875,0.570807338,0.550387442,0.569978654,0.611565828,0.597480893,0.580736041,0.603228092,0.631988227,0.619603693,0.605322123,0.63131547,0.64897114,0.636076033,0.6242522
A,0.429026663,0.472083956,0.526218951,0.563925445,0.583622873,0.545582056,0.575942338,0.560159087,0.546557069,0.527814627,0.559323132,0.544136107,0.529461265,0.506905913,0.538276315,0.523339987,0.507837713,0.485047281,0.515417397,0.502726555,0.488619506,0.758522451,0.709371924,0.651766837,0.611681163,0.589629412,0.644463301,0.612119138,0.624575138,0.636738539,0.666833818,0.63204819,0.644735575,0.659425497,0.690456152,0.656760752,0.667170882,0.681233585,0.713454068,0.682641625,0.690897882,0.703686953,0.581167698,0.542503476,0.522806823,0.504164219,0.47073251,0.561048031,0.617349982,0.61254102,0.59370178,0.595310748,0.649240494,0.639955819,0.621827006,0.629150271,0.674906611,0.663878322,0.647394896,0.658920527,0.689769804,0.678900659,0.665334225,0.563269973,0.533060551,0.526730239,0.510044634,0.476183772,0.561538398,0.617332041,0.608638465,0.588457346,0.594806314,0.64323169,0.631847858,0.614388049,0.625593185,0.663195968,0.651955962,0.636151314,0.653419018,0.681124687,0.668088734,0.654240847
A,0.208104834,0.260757416,0.33521533,0.382457137,0.411042273,0.329530448,0.385968208,0.369357675,0.352220833,0.296267837,0.361227751,0.342642337,0.322502226,0.268291473,0.326612741,0.309063673,0.292105615,0.245700657,0.291827828,0.278540999,0.261439681,0.602814376,0.529543817,0.474600524,0.441659421,0.419709206,0.495697081,0.451766908,0.47612673,0.488902241,0.533530533,0.476471841,0.50306356,0.518731534,0.563943267,0.507548809,0.527368367,0.54469043,0.587590694,0.536937058,0.547152221,0.56305325,0.629881144,0.57803005,0.537265778,0.497098386,0.447729588,0.545106292,0.643858433,0.647607923,0.626646519,0.584070742,0.689979196,0.673837245,0.643868983,0.625833273,0.716557622,0.694237769,0.666825533,0.663062692,0.726794004,0.706760526,0.68077153,0.674242258,0.62189424,0.570535898,0.512843132,0.452319443,0.557977319,0.659685731,0.661674857,0.634744644,0.590447426,0.691895962,0.678623676,0.650726914,0.628804266,0.716703236,0.701830149,0.674920917,0.665336251,0.725026846,0.71030879,0.688599825
A,0.192784727,0.235108197,0.294685155,0.331170946,0.352864534,0.297495127,0.347582459,0.330899417,0.312296957,0.276143134,0.327984899,0.310773194,0.289011121,0.254124463,0.3032493,0.28715831,0.266463786,0.233670563,0.273434639,0.259514749,0.241698146,0.522028446,0.478427768,0.420627534,0.389623791,0.369870365,0.413906127,0.377250582,0.392398417,0.404909939,0.435785741,0.397088319,0.411830842,0.425561249,0.459369183,0.420678854,0.436297923,0.4506706,0.481242776,0.44790104,0.463538289,0.478187561,0.719420791,0.674954534,0.634871006,0.600333154,0.561807275,0.670692444,0.734119654,0.726653457,0.706439495,0.710393727,0.771520138,0.757627368,0.735713124,0.74924922,0.801202655,0.787173033,0.768142045,0.783045053,0.816437244,0.802374065,0.786005139,0.718410075,0.68329829,0.655634284,0.614879727,0.576050341,0.676934183,0.746590614,0.743770599,0.722459376,0.708944798,0.782121241,0.771316051,0.749038935,0.741477609,0.804068625,0.792479634,0.771818459,0.772274613,0.819586813,0.806400895,0.786597908
A,0.161801174,0.204661429,0.267171115,0.304546803,0.327495128,0.271260202,0.314296931,0.297366917,0.281543911,0.242666677,0.289506227,0.271888971,0.254375249,0.215444297,0.258548826,0.243854657,0.228321597,0.191516578,0.228342876,0.21595113,0.200440899,0.538951218,0.490501553,0.431899458,0.392951012,0.365756512,0.422798663,0.387424111,0.393713593,0.397839963,0.448851764,0.409413576,0.415289134,0.419874758,0.47565937,0.438612819,0.452410161,0.462730408,0.500493944,0.465703994,0.47850278,0.490879953,0.561217666,0.524959564,0.498165607,0.468858808,0.429916739,0.51820308,0.597153962,0.590771437,0.565139472,0.548978925,0.634945095,0.617271662,0.587434053,0.582869649,0.658774912,0.639209807,0.611408472,0.614040792,0.667219758,0.64943099,0.624777913,0.586521983,0.550022483,0.522029877,0.489404917,0.448715568,0.523901582,0.610354185,0.628537178,0.625644088,0.547884703,0.643969774,0.653741062,0.651300788,0.574221909,0.651969612,0.641373634,0.620908558,0.600081861,0.655380964,0.644984365,0.624653101
A,0.299423128,0.343996674,0.410589308,0.453101218,0.481451631,0.419004947,0.457132518,0.439117521,0.425117075,0.389849514,0.431750655,0.415685087,0.401417017,0.360352188,0.401552349,0.38690868,0.371852398,0.334410906,0.367359489,0.359795064,0.349618256,0.699061215,0.643350184,0.582913756,0.545638025,0.519591987,0.592250943,0.563118935,0.580357492,0.587713957,0.625445962,0.590802908,0.60589385,0.61445564,0.657060683,0.622517705,0.633543968,0.641498685,0.685226679,0.652223468,0.662124813,0.674128711,0.54218781,0.511078417,0.488308907,0.464050889,0.42904669,0.500865161,0.596351385,0.590228558,0.560664833,0.530704975,0.631699204,0.617539465,0.587057114,0.563613534,0.651476085,0.636113405,0.606847763,0.594960153,0.654820979,0.649348617,0.631547928,0.560192585,0.536069691,0.516726911,0.48601988,0.443532437,0.517190814,0.610083044,0.590843976,0.55913794,0.535707414,0.633338034,0.603060246,0.571294606,0.555991948,0.640943885,0.614246666,0.58343643,0.577050507,0.641406894,0.619834781,0.591399372
