label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
NO SIGN,0.304299444,0.260301113,0.206309527,0.162462533,0.124844864,0.201916188,0.16917266,0.142142937,0.122534193,0.210422978,0.181684881,0.156075463,0.134809285,0.220386013,0.191080526,0.161585927,0.138532609,0.228166342,0.198399752,0.174438506,0.153908804,0.640987873,0.66287607,0.656466484,0.647149503,0.642030239,0.576808691,0.557243347,0.556717515,0.563142717,0.54885304,0.498172134,0.480467528,0.469881713,0.53172338,0.476725608,0.452899069,0.438073635,0.525230289,0.483878285,0.460622698,0.443082064
NO SIGN,0.396531224,0.350916386,0.3131513,0.284960955,0.259855032,0.330741823,0.302435279,0.278849363,0.260124683,0.338083446,0.286269814,0.284020305,0.295841336,0.344378293,0.293058902,0.297124386,0.315206707,0.351291656,0.308939785,0.304359108,0.314646095,0.562272787,0.555569887,0.526257277,0.503332794,0.483191609,0.444323123,0.401341259,0.380075455,0.363702476,0.438100189,0.450547874,0.493720949,0.523720741,0.438543588,0.455679148,0.499758929,0.529429972,0.441186011,0.445387572,0.469681591,0.491122574
NO SIGN,0.545372665,0.548561871,0.520563126,0.478224248,0.445687056,0.504398167,0.450670063,0.415170908,0.387058884,0.476874292,0.391822189,0.343432844,0.308570862,0.456195682,0.38528204,0.347106159,0.320704371,0.445110261,0.41913864,0.425105065,0.435872018,0.655381322,0.573928237,0.516663313,0.501607299,0.505086064,0.499880701,0.43619734,0.400798678,0.375262827,0.537770331,0.496391416,0.476213276,0.46255064,0.576312244,0.550763547,0.527074754,0.511878848,0.608730733,0.583269477,0.57399416,0.571316838
NO SIGN,0.724223673,0.723093033,0.694061577,0.652642727,0.621830821,0.70525676,0.673277617,0.657180905,0.645880222,0.695837259,0.661980093,0.643125236,0.630585074,0.677172244,0.604119897,0.600117862,0.612073123,0.653768122,0.594388664,0.600827396,0.618123591,0.698642969,0.63167119,0.562477946,0.525783658,0.505856633,0.523281693,0.463914245,0.420123637,0.380745888,0.542556107,0.477503806,0.433117509,0.394972891,0.580426931,0.561865389,0.584652781,0.596165955,0.629294276,0.626342833,0.643859088,0.650330365
NO SIGN,0.689537823,0.657257736,0.643529475,0.638045251,0.621155322,0.674371243,0.699569464,0.719472408,0.73832798,0.702207506,0.719311357,0.729999959,0.739320397,0.726761401,0.743853629,0.754011631,0.762395203,0.75087589,0.768948019,0.778437555,0.784906387,0.600179374,0.567812741,0.515868783,0.476493806,0.46435833,0.414730698,0.349175572,0.307939768,0.271189809,0.410808474,0.327846318,0.268687546,0.21704489,0.424879611,0.349640667,0.300296843,0.256913424,0.45316273,0.397665888,0.362597167,0.329709858
NO SIGN,0.513531804,0.461939991,0.409134179,0.369258493,0.332094699,0.394272298,0.350225776,0.315509617,0.284588575,0.403817892,0.356068373,0.315502733,0.280194163,0.415004939,0.367081672,0.327770978,0.294338673,0.428514212,0.392358989,0.363058716,0.337313384,0.557607234,0.579498708,0.575782657,0.574478269,0.573744237,0.478750527,0.434476972,0.407108009,0.386679649,0.467416495,0.416754484,0.386147439,0.361305952,0.465374082,0.417267442,0.389600694,0.367735684,0.473978579,0.440024912,0.420933694,0.405727565
NO SIGN,0.473315239,0.410140038,0.369781673,0.340206116,0.310420722,0.393739879,0.353503317,0.322895527,0.297549933,0.401736259,0.357677728,0.326929986,0.301327139,0.402872562,0.358843803,0.325466007,0.298115283,0.395028085,0.356092721,0.330989152,0.309807599,0.499130249,0.492217422,0.449204952,0.414111018,0.397057652,0.37116003,0.336647004,0.315385431,0.299523234,0.36961484,0.325787008,0.302221596,0.282490194,0.379538298,0.338944823,0.312148035,0.28742677,0.401878089,0.366831869,0.344160885,0.322755486
NO SIGN,0.70900172,0.670989752,0.654173374,0.65625602,0.661702335,0.684931159,0.704618871,0.725537717,0.744539261,0.721687078,0.75019449,0.769948661,0.784197152,0.753303707,0.784417748,0.810373068,0.832221746,0.778719187,0.801205933,0.817358494,0.831176043,0.505037069,0.478075504,0.417669863,0.367353201,0.335447937,0.336608976,0.261477649,0.21508351,0.178312734,0.342804343,0.278220177,0.248336121,0.22733885,0.359669834,0.301109493,0.262942374,0.230974168,0.384818405,0.328532904,0.29072699,0.256222725
NO SIGN,0.586401522,0.540324688,0.483320862,0.437501132,0.403074801,0.468148917,0.40580678,0.36112839,0.326175302,0.473876953,0.410683006,0.368736744,0.334739089,0.485918373,0.42555958,0.38545984,0.35482794,0.502874374,0.459668249,0.432864577,0.412651867,0.583868444,0.57147342,0.57648319,0.58447814,0.59633702,0.551986456,0.54757458,0.540446758,0.533700049,0.57051599,0.60959816,0.638222277,0.66096133,0.595261514,0.629291534,0.653282166,0.671328485,0.623109818,0.654950678,0.676395655,0.695049465
NO SIGN,0.50566268,0.443275332,0.38223806,0.339535207,0.300252378,0.375119716,0.331055641,0.2993581,0.271279752,0.389400184,0.338426858,0.302558511,0.269325793,0.407641113,0.35643214,0.320274889,0.288669884,0.428327829,0.382274121,0.349485487,0.321444511,0.598957837,0.60918951,0.592379928,0.574246645,0.55875361,0.498313904,0.458270311,0.431407124,0.406794041,0.481307894,0.436754048,0.40908426,0.383913934,0.474499077,0.435440242,0.412553668,0.393535316,0.475957721,0.444755018,0.428736001,0.4159756
NO SIGN,0.63163656,0.584669828,0.54895097,0.532574236,0.527225733,0.568067193,0.54970181,0.55759716,0.578229308,0.60470283,0.601730466,0.608444571,0.623340011,0.641132653,0.654171586,0.670275867,0.691642582,0.675729454,0.693789899,0.706408679,0.719745934,0.529381931,0.516753435,0.476708412,0.444829375,0.423163801,0.34373641,0.27487269,0.227896065,0.186715141,0.332756191,0.267689824,0.235693619,0.211786658,0.341436327,0.279467225,0.247370034,0.224948302,0.36670804,0.311658621,0.27466774,0.243302718
NO SIGN,0.425198615,0.379648685,0.334285021,0.29640761,0.266762853,0.328119725,0.300899267,0.279078305,0.260096043,0.321183592,0.247652397,0.203473866,0.167699784,0.32033971,0.250537366,0.211914808,0.183920711,0.323087931,0.265528172,0.236334831,0.213297337,0.554781556,0.54643786,0.531133592,0.52797085,0.530730307,0.467166424,0.413630366,0.372028798,0.338471383,0.47643888,0.467126042,0.461030394,0.458621114,0.502759039,0.527755916,0.552435219,0.574164927,0.539420247,0.552450895,0.566048026,0.578269124
NO SIGN,0.470183015,0.423473418,0.363032222,0.314822108,0.274713904,0.335500836,0.274175882,0.233912647,0.203487694,0.345043689,0.299755245,0.266973734,0.24104625,0.360830098,0.322280079,0.293047726,0.26797387,0.380868644,0.352482229,0.329390734,0.307987452,0.606823444,0.641976833,0.641156852,0.631539226,0.621276557,0.538680732,0.536168098,0.537187994,0.535697103,0.499527156,0.429415107,0.38441354,0.349355698,0.484803617,0.414902806,0.370432734,0.335154295,0.487309426,0.434684873,0.403051049,0.379294753
NO SIGN,0.859943271,0.836218238,0.846116841,0.873598278,0.898372352,0.898725808,0.928065717,0.946320772,0.962312162,0.928612649,0.953801036,0.969509482,0.982674181,0.954892218,0.984445214,1.005658388,1.022283912,0.97763586,1.012043834,1.034936905,1.053175569,0.617084503,0.55285269,0.479461491,0.432255924,0.403595209,0.402280211,0.32331714,0.269191623,0.225399017,0.412246704,0.325478435,0.265889823,0.214331523,0.438181996,0.357152015,0.305239052,0.261635303,0.478864729,0.424490392,0.386392772,0.3522349
NO SIGN,0.788621068,0.763387084,0.753371119,0.743762493,0.729902923,0.806538403,0.842932642,0.869778752,0.897485018,0.832153261,0.88653487,0.920369506,0.949432552,0.848209679,0.901519358,0.940064847,0.972109556,0.857432783,0.900948346,0.932744145,0.961645424,0.75474906,0.709300339,0.662882328,0.644824982,0.638728082,0.610200584,0.527497709,0.476548374,0.439329386,0.638780653,0.648205936,0.653578281,0.659607112,0.676319361,0.678428173,0.670158148,0.662422717,0.714887977,0.713757873,0.708035052,0.700642109
NO SIGN,0.702200711,0.657681346,0.626093805,0.611820877,0.592326701,0.641560972,0.621042907,0.609970272,0.601869702,0.670104325,0.664586306,0.661027074,0.657944322,0.69735384,0.701296151,0.700713336,0.697637379,0.723549664,0.735425293,0.737689435,0.73490274,0.743501186,0.721503258,0.673513055,0.626615107,0.593336999,0.601194322,0.547964215,0.513801098,0.48127687,0.588634372,0.52073282,0.47761929,0.441615015,0.594312191,0.531492949,0.491730005,0.456888497,0.613352656,0.569200695,0.539957404,0.51345098
NO SIGN,0.667004764,0.626151025,0.594896436,0.579864562,0.565374374,0.613550484,0.599948406,0.58585614,0.572654307,0.635012567,0.619306445,0.60545218,0.596018612,0.658579111,0.649074376,0.632551968,0.618377626,0.685009003,0.694200039,0.694014072,0.690523982,0.633132815,0.618267179,0.574677467,0.533641338,0.501664281,0.524027348,0.473576188,0.450088561,0.437670618,0.515139937,0.47551614,0.474965632,0.486279577,0.512707889,0.467184007,0.451974481,0.44607085,0.515968084,0.468188643,0.436031759,0.409003854
NO SIGN,0.525428712,0.456525207,0.399495363,0.357766807,0.324903756,0.398468405,0.37061882,0.348775238,0.328797191,0.421492875,0.355397612,0.309651285,0.27431941,0.447649449,0.382012248,0.341404855,0.312122971,0.470110953,0.414813966,0.384444952,0.363312989,0.69330883,0.709564388,0.67783922,0.651166081,0.644758284,0.56981355,0.501431465,0.456093073,0.416744351,0.559771597,0.551041424,0.55557549,0.566049695,0.574561834,0.626845598,0.67535913,0.716818511,0.610322714,0.662453711,0.701846004,0.734971404
NO SIGN,0.374779403,0.315254629,0.258118719,0.211112693,0.171093583,0.260352284,0.214564383,0.182084382,0.160739124,0.27208662,0.225317582,0.186450839,0.158729494,0.285895735,0.249110907,0.207719073,0.179393992,0.296736628,0.255853117,0.2169846,0.18351163,0.63882792,0.647812784,0.626684785,0.612459362,0.603563666,0.514883041,0.485370487,0.495300174,0.51607585,0.487299532,0.436458319,0.448511392,0.473879874,0.47125721,0.393570304,0.381310284,0.389825165,0.471239835,0.422296077,0.408205748,0.405499339
NO SIGN,0.420605004,0.364715755,0.309119761,0.272048175,0.256069243,0.29333967,0.253172189,0.248916909,0.254467487,0.304738849,0.263912618,0.250050306,0.245716855,0.324411631,0.276686281,0.237985104,0.207957149,0.351003587,0.336456269,0.322854936,0.309185773,0.598227859,0.609852195,0.598887384,0.584529221,0.565734804,0.532003343,0.521495283,0.557662368,0.589425445,0.504588366,0.49728927,0.532021105,0.561594129,0.477112412,0.450624406,0.453921646,0.458190382,0.455274582,0.388769329,0.347470134,0.311608315
NO SIGN,0.531573057,0.472684979,0.40963009,0.361977994,0.322612166,0.399131775,0.34718442,0.319056451,0.295797437,0.407481343,0.363951445,0.343362033,0.325187922,0.419608682,0.368078023,0.33296293,0.305869967,0.432740688,0.385890663,0.354005426,0.325674862,0.588319004,0.609054983,0.5977844,0.582777023,0.583920479,0.523210704,0.511499941,0.515001178,0.513687909,0.502659321,0.499801934,0.507652581,0.506694973,0.485529363,0.480905384,0.497757018,0.507252991,0.467886686,0.431779563,0.413401842,0.396316051
NO SIGN,0.747908115,0.683997154,0.629317641,0.614934444,0.626083851,0.667387128,0.664136171,0.647969007,0.638855338,0.707998514,0.717434704,0.699827969,0.688789248,0.749383509,0.770305157,0.751847625,0.739342809,0.790585697,0.81397289,0.797426164,0.781109869,0.553994477,0.524720967,0.461285383,0.399250835,0.355629325,0.356322229,0.289891422,0.297828496,0.323373914,0.338506401,0.258639753,0.265567362,0.296275079,0.33864817,0.258086324,0.270173073,0.303815991,0.357984364,0.299033165,0.297363341,0.314996958
NO SIGN,0.784449279,0.734278917,0.702858269,0.688840866,0.666692376,0.737576187,0.726053774,0.723538518,0.723870158,0.779693425,0.806354165,0.824827552,0.843433857,0.815239906,0.837590575,0.819400012,0.806594312,0.84697938,0.863486648,0.850036323,0.83968538,0.628436565,0.587421656,0.521120727,0.4742558,0.454903126,0.419787914,0.329700112,0.278914362,0.239103064,0.419271708,0.319934726,0.261137515,0.222842574,0.438987494,0.395528883,0.428968787,0.46048224,0.467797339,0.427734822,0.444323421,0.461338222
NO SIGN,0.705635548,0.654871821,0.61587137,0.594601512,0.580912709,0.628121793,0.606488705,0.595743358,0.590672076,0.655629694,0.642751098,0.636041164,0.636796534,0.685111165,0.678779721,0.665451288,0.656926811,0.718306184,0.730066955,0.721649826,0.709567249,0.659734607,0.635029197,0.58851397,0.54294306,0.509925783,0.528940022,0.478816539,0.453400195,0.436178923,0.514676929,0.449102759,0.464249253,0.497866243,0.509325624,0.446573317,0.450391173,0.470149398,0.514327466,0.464352101,0.436422408,0.421533406
NO SIGN,0.579933405,0.532553554,0.486774385,0.456507534,0.43268919,0.499660403,0.480003923,0.457665771,0.442139894,0.518030703,0.484749317,0.459872097,0.447179973,0.538069189,0.49957189,0.474075705,0.460504055,0.560079753,0.525060952,0.503860116,0.490530968,0.625407338,0.623912573,0.600389779,0.578528941,0.565342546,0.512951553,0.477023929,0.474806607,0.481665343,0.502075553,0.477571577,0.492049903,0.515901327,0.503005207,0.487240374,0.503041744,0.526569843,0.514780402,0.526545286,0.545882165,0.568237543
NO SIGN,0.388198256,0.328225791,0.255954713,0.2036639,0.158788949,0.267047316,0.223942757,0.191586614,0.174349934,0.290710062,0.255586565,0.216558099,0.197813272,0.320983171,0.289588928,0.251290262,0.233583525,0.355253071,0.322839499,0.288461506,0.267347276,0.623182237,0.63110137,0.605239213,0.581983626,0.557441592,0.486816674,0.443623722,0.472698629,0.513787985,0.454967469,0.356754482,0.37494427,0.415459275,0.441703409,0.35043022,0.373099089,0.412038118,0.444607198,0.384047091,0.393007457,0.419635415
NO SIGN,0.719205558,0.750783205,0.749453247,0.7344504,0.748203933,0.709406257,0.693016171,0.681270659,0.671658158,0.664179504,0.606887519,0.567854285,0.535823405,0.6345191,0.583621144,0.550229311,0.521869481,0.620696962,0.605323374,0.605730832,0.606601655,0.65102464,0.568848431,0.47235471,0.397849709,0.346098721,0.470034629,0.393213511,0.340744078,0.296278626,0.493824869,0.41345185,0.365995169,0.330299735,0.520162761,0.443312556,0.394769102,0.360480964,0.548691928,0.507181108,0.50244081,0.501156569
NO SIGN,0.568737864,0.519902468,0.486121297,0.462379068,0.440294653,0.484665513,0.456237257,0.435525775,0.418684721,0.48887521,0.471884221,0.458572,0.448453903,0.491381019,0.479045421,0.468026102,0.460566312,0.491427243,0.484548092,0.476203769,0.470124811,0.639554501,0.619591415,0.592419446,0.576692224,0.565370977,0.514722645,0.463714778,0.429242343,0.401483834,0.51291585,0.439136505,0.391626924,0.350974649,0.521470368,0.448532104,0.40178287,0.36245057,0.540407956,0.48526001,0.449093103,0.416199327
NO SIGN,0.508084953,0.462925017,0.410527974,0.371789843,0.337812871,0.400386691,0.36812824,0.344870269,0.323486567,0.415704221,0.374063224,0.346592963,0.322846025,0.439029366,0.406727672,0.382926852,0.360503078,0.469912648,0.474885881,0.478602469,0.479806542,0.631701827,0.646156847,0.633853436,0.611679077,0.600690484,0.556791067,0.515699267,0.491143465,0.469594955,0.527755558,0.501315594,0.493978173,0.482667983,0.505040765,0.448874414,0.415139765,0.384370387,0.491803974,0.432472676,0.393724501,0.359104484
NO SIGN,0.679252863,0.620231211,0.572982192,0.543037176,0.512173176,0.56220907,0.524172127,0.500577211,0.482704073,0.597549498,0.584014177,0.570804834,0.557407081,0.632252157,0.616187096,0.59717977,0.58154273,0.664832652,0.649208307,0.632196307,0.620884597,0.704951823,0.70131743,0.668445706,0.638446212,0.620905042,0.577269912,0.527700663,0.500694871,0.479595363,0.551812649,0.468252599,0.423069119,0.390235484,0.555777669,0.497345001,0.457885861,0.426267326,0.578504443,0.572608709,0.589094758,0.606698394
NO SIGN,0.356182218,0.287012368,0.212832168,0.149791628,0.102355286,0.202396005,0.16384241,0.13532345,0.111655094,0.227071777,0.18854399,0.159711272,0.13495788,0.259250343,0.229526043,0.202282324,0.178806514,0.298397511,0.295982957,0.289389998,0.281647682,0.71299541,0.72554487,0.715245962,0.718762994,0.739681423,0.588179767,0.531091452,0.495152563,0.468160272,0.55150187,0.482401371,0.453100979,0.431658149,0.526928067,0.441260755,0.393479735,0.356103539,0.519409537,0.437768221,0.383318841,0.336274564
NO SIGN,0.770988107,0.719441891,0.685951412,0.669860661,0.642328918,0.687627912,0.668273926,0.6577847,0.648860335,0.729807377,0.729142904,0.73926264,0.744511306,0.77291441,0.775874257,0.77687192,0.776516616,0.813718796,0.81269443,0.806457937,0.802595675,0.645004094,0.604541183,0.514622152,0.446133941,0.421195298,0.439079404,0.357242227,0.300180256,0.25371623,0.438199818,0.37087813,0.439044684,0.500363946,0.454186589,0.415897429,0.485307753,0.533606052,0.482581973,0.444583148,0.489175618,0.526545167
NO SIGN,0.661486566,0.619974911,0.591777146,0.578422487,0.563117206,0.610590994,0.606529117,0.603599966,0.601115286,0.632257342,0.630699694,0.627851725,0.625015736,0.651399732,0.651556015,0.648404658,0.644529462,0.66905725,0.668492496,0.665096402,0.660359025,0.735582471,0.70454973,0.653681695,0.604344428,0.561843038,0.559248209,0.492442399,0.452737689,0.417052329,0.553481758,0.485002846,0.445111871,0.407659441,0.560585082,0.499538064,0.461093903,0.424954414,0.579245269,0.531218827,0.501056433,0.472471327
NO SIGN,0.630233467,0.579642355,0.535191894,0.509398699,0.50714159,0.557297468,0.542120814,0.53024137,0.519907773,0.582107961,0.571353912,0.5635252,0.557400763,0.607581139,0.598158419,0.591677964,0.58616668,0.636237442,0.627230644,0.614810407,0.601249397,0.709380209,0.695445418,0.667626739,0.632969379,0.59476608,0.607572019,0.566645324,0.545499623,0.534984171,0.593507111,0.550951362,0.539676547,0.545331001,0.586634517,0.545598567,0.530114174,0.529784799,0.586420059,0.548969984,0.52839011,0.518040121
NO SIGN,0.715643048,0.651208937,0.599762559,0.572382569,0.577803373,0.626465917,0.60942775,0.585256398,0.564995646,0.657721579,0.641202986,0.610126257,0.58510077,0.693337083,0.680502176,0.647384048,0.622159302,0.733719051,0.718610466,0.692792475,0.670891106,0.71907258,0.680170715,0.608775556,0.545371592,0.488921702,0.512723446,0.429360151,0.405828536,0.413190305,0.501010656,0.418882847,0.405338019,0.426626772,0.50017643,0.417778432,0.416458905,0.447879344,0.512209654,0.446127266,0.440018773,0.462219834
NO SIGN,0.885115564,0.811417043,0.7558074,0.72445327,0.686617434,0.77417779,0.743281901,0.727775037,0.718103647,0.827658892,0.805782497,0.794861078,0.788061202,0.884701967,0.885256827,0.888283014,0.890639186,0.94254756,0.970802903,0.991083384,1.00701499,0.72036463,0.685417831,0.612825751,0.542111993,0.499116331,0.458495557,0.362404674,0.299545228,0.245604604,0.429234207,0.299257994,0.212125748,0.142232388,0.440508723,0.310529292,0.233873546,0.170313329,0.483735651,0.407755822,0.364784211,0.329390347
NO SIGN,0.703107655,0.6196931,0.550638258,0.509373188,0.489854574,0.553280532,0.526869416,0.511604071,0.499328583,0.595782936,0.583386838,0.572552919,0.561285794,0.641669333,0.648841858,0.635461748,0.620129287,0.690844774,0.695403337,0.68091619,0.660063863,0.751556635,0.711399794,0.639271498,0.577171564,0.52985853,0.513069987,0.434867412,0.430977046,0.455482036,0.484953433,0.390200853,0.373056352,0.398650169,0.473752737,0.363688797,0.332119048,0.344360948,0.480473608,0.402155876,0.361613363,0.349530905
NO SIGN,0.266972065,0.188204825,0.097570516,0.03161002,-0.022597179,0.082729518,0.0151648,-0.03660436,-0.074997216,0.100183576,0.024929956,-0.027510628,-0.068823233,0.127973795,0.054377109,-1.51e-05,-0.044663668,0.16266726,0.104386963,0.063509263,0.028126054,0.761392057,0.776519597,0.755713642,0.755648613,0.760989785,0.622855425,0.58349514,0.576191545,0.575994492,0.597105145,0.547921836,0.532361925,0.525802612,0.580290973,0.543534398,0.539366066,0.539020538,0.575185716,0.54412508,0.533616841,0.527391315
NO SIGN,0.469569206,0.39735806,0.330385625,0.277511358,0.233581915,0.328506261,0.249202728,0.196661264,0.1539184,0.34218806,0.263282031,0.209097221,0.167995334,0.357894778,0.28955394,0.237641141,0.198125064,0.371923745,0.329652905,0.296528518,0.267855942,0.606552482,0.638365209,0.618859649,0.604276299,0.605122566,0.523964286,0.539658368,0.556170583,0.572669387,0.492618561,0.447299182,0.429270446,0.422591507,0.490045249,0.437530041,0.407584459,0.388094366,0.514595926,0.469569504,0.440502852,0.419703245
NO SIGN,0.544317007,0.475342989,0.419740319,0.384077519,0.360205472,0.402192116,0.359627575,0.328311324,0.299876869,0.415418327,0.370625764,0.334120095,0.301279187,0.433694243,0.389675677,0.35419634,0.322918415,0.458200306,0.419757515,0.389154524,0.360530287,0.621065259,0.62467736,0.607002795,0.568134665,0.52400142,0.542156696,0.501422048,0.477901578,0.457369685,0.519267738,0.478712052,0.455433846,0.436223865,0.500787735,0.460200906,0.436937243,0.420986652,0.485217452,0.448415399,0.430505693,0.419909179
NO SIGN,0.76842308,0.697980285,0.659438491,0.662110984,0.681330323,0.696145117,0.712048173,0.733563483,0.754899383,0.745648503,0.765955627,0.770373881,0.771965146,0.795319021,0.824608564,0.823558033,0.821793914,0.842866778,0.878483295,0.89787662,0.915502131,0.529726386,0.478462756,0.394810796,0.329983711,0.292887151,0.256491572,0.152449071,0.102670401,0.059938237,0.255122989,0.151318952,0.120787084,0.108339302,0.273250252,0.173916474,0.160057187,0.1652233,0.310401708,0.243487746,0.211089119,0.191842735
NO SIGN,0.685639203,0.62760663,0.584999561,0.56107235,0.538304806,0.595424235,0.575703621,0.559883535,0.544839561,0.623902082,0.600127161,0.582708836,0.565859616,0.657253206,0.63819021,0.622794032,0.60589546,0.697238207,0.697402656,0.692258954,0.683311164,0.684864819,0.646730006,0.585742235,0.534271479,0.502509534,0.515170395,0.44257459,0.401285619,0.366818309,0.502341151,0.426233828,0.377838254,0.336426556,0.499625802,0.427257895,0.378393173,0.338134527,0.505645514,0.444037586,0.402002811,0.367776334
NO SIGN,0.720808446,0.743420243,0.74213624,0.721883714,0.693517685,0.744411886,0.735937953,0.708788097,0.688573539,0.710793793,0.685352504,0.662534773,0.652113557,0.67327112,0.643446326,0.624453306,0.617160857,0.638395429,0.623469651,0.616418421,0.615155101,0.781025946,0.694335759,0.626213253,0.578963816,0.557846904,0.601224959,0.518785238,0.4980492,0.504789829,0.610894203,0.520899773,0.514332831,0.53383559,0.631078303,0.547081351,0.530485272,0.534207404,0.657685816,0.588019609,0.550914526,0.526902437
