label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
HI,0.665081739,0.734968007,0.790413022,0.827663481,0.861206293,0.752981067,0.791903317,0.81194222,0.824590921,0.706004798,0.722878397,0.733126521,0.737333298,0.662160635,0.656826317,0.65597868,0.656105459,0.620133996,0.601320863,0.591553986,0.585962355,0.738701344,0.702137172,0.625055909,0.558573842,0.520973086,0.5067752,0.422333479,0.366226315,0.320138574,0.488844663,0.380660355,0.315577835,0.263655663,0.496639222,0.399506241,0.336698472,0.281954765,0.526818573,0.457258701,0.41061455,0.364407301
HI,0.184428334,0.242557645,0.286567241,0.31745553,0.349081337,0.250713795,0.281884849,0.300342321,0.314514667,0.206095994,0.218906224,0.22664994,0.231443867,0.163895562,0.158217102,0.157206208,0.15896979,0.122503847,0.106793366,0.098533787,0.094603181,0.708850384,0.672519922,0.601012111,0.533951819,0.490690798,0.493810445,0.409705639,0.357170701,0.313741922,0.479175419,0.378493667,0.316084743,0.264943004,0.488448262,0.398029536,0.34149605,0.292496502,0.517963707,0.453388989,0.410980254,0.368959665
HI,0.408023208,0.469465733,0.51948452,0.555133104,0.587427258,0.479830652,0.516013145,0.53450644,0.546748877,0.435066074,0.450537115,0.459858716,0.463727355,0.392754048,0.386452228,0.384627074,0.384462774,0.351125389,0.332459152,0.323565036,0.318938524,0.790295303,0.752956808,0.679077983,0.610986948,0.567908227,0.566109598,0.481501698,0.427404463,0.383136511,0.550837517,0.44370991,0.379600227,0.328512788,0.560453713,0.466217518,0.405823857,0.353711486,0.591207385,0.522797823,0.477104813,0.432339191
HI,0.413382322,0.473375976,0.520198107,0.552530885,0.581812382,0.480965734,0.51486814,0.531440258,0.541788995,0.438026965,0.452228695,0.460193813,0.463037789,0.396604896,0.39068827,0.389912158,0.390623391,0.355790913,0.336341679,0.326897144,0.321517467,0.674562752,0.635355055,0.561673045,0.495423049,0.454408228,0.4569754,0.376407146,0.323988885,0.281563342,0.441959679,0.339699,0.277436554,0.226806089,0.450790226,0.359232903,0.301344514,0.250678182,0.480061263,0.416444451,0.373959869,0.332077563
HI,0.801151037,0.864859343,0.912291229,0.941590965,0.969424129,0.863192022,0.892895103,0.907388687,0.914934754,0.814900577,0.819024146,0.82166779,0.819924533,0.772099853,0.754641771,0.745882571,0.740224123,0.733695805,0.70301801,0.68651247,0.675821841,0.692036331,0.646223605,0.560449123,0.485186189,0.434096336,0.449985802,0.36310342,0.308161795,0.263329387,0.440554321,0.332815289,0.269356459,0.218545228,0.457453966,0.364881545,0.305421025,0.252025843,0.496343911,0.431502968,0.389103532,0.345320374
HI,0.794790149,0.860358715,0.909412205,0.942299843,0.970804632,0.86407125,0.898504555,0.914731622,0.924428105,0.814504802,0.820790887,0.824975193,0.824776769,0.770236075,0.756908119,0.750238657,0.745513856,0.730610013,0.704197764,0.68961972,0.679824054,0.787999094,0.745791912,0.662567616,0.58902961,0.538029313,0.553185821,0.46547541,0.407251954,0.358418226,0.54143858,0.432314515,0.365903616,0.310068876,0.556544006,0.462172985,0.399671882,0.342379272,0.593995571,0.527209044,0.482090324,0.435516655
HI,0.603056908,0.66756779,0.713786244,0.74295634,0.77045095,0.668821812,0.702943861,0.719541728,0.729617774,0.620266199,0.628075004,0.633928835,0.635659397,0.575770557,0.560729742,0.556297898,0.555068135,0.535224676,0.509445071,0.496249676,0.48845917,0.801491022,0.758296669,0.673535764,0.596192598,0.544449329,0.564640224,0.474554539,0.41775316,0.370325923,0.551453352,0.440663874,0.374859393,0.320945293,0.564655185,0.469231248,0.408215374,0.353131413,0.599756002,0.531736195,0.486396194,0.441189408
HI,0.346502662,0.400985867,0.444235027,0.473790646,0.506403089,0.403317928,0.434399486,0.449880451,0.460383147,0.360342264,0.367869467,0.372921854,0.374520212,0.320519656,0.313793212,0.313429236,0.314694703,0.28219682,0.262096494,0.251614124,0.244807497,0.778491616,0.736839116,0.668420315,0.602980196,0.55957222,0.562796295,0.480322391,0.426794469,0.381141424,0.552602053,0.453853041,0.392547011,0.340827286,0.565002501,0.476858974,0.421903938,0.372844934,0.596298456,0.532991707,0.490373731,0.447319031
HI,0.496679932,0.536379695,0.565527976,0.585986078,0.604266942,0.539179444,0.559561789,0.570222795,0.577748775,0.511621237,0.517651439,0.521422207,0.523446202,0.485473633,0.482792735,0.482764363,0.484136581,0.460006684,0.447752863,0.441468388,0.438017607,0.737480044,0.713876128,0.669412971,0.628885567,0.604146004,0.60488987,0.554418504,0.521336794,0.494151175,0.597001493,0.5335325,0.49564606,0.465284526,0.603419781,0.547853529,0.513273716,0.483245313,0.622125685,0.583045244,0.557106793,0.531284034
HI,0.582300067,0.614151359,0.639101624,0.656775832,0.673932731,0.611058533,0.625818789,0.63386786,0.639745533,0.590244889,0.595112085,0.597432733,0.598533511,0.570787907,0.564511359,0.560689867,0.559029758,0.552425861,0.537291169,0.528574586,0.522526681,0.55521363,0.536803067,0.507656753,0.478772849,0.460960358,0.44977808,0.408017576,0.381608129,0.360673964,0.444030225,0.395079285,0.365477353,0.342407286,0.449957013,0.406528264,0.380482256,0.358681798,0.466429681,0.440133214,0.422228932,0.405302703
HI,0.521903396,0.570963502,0.610600531,0.642340183,0.67480135,0.564288676,0.586719275,0.600059986,0.610100865,0.522954166,0.522916794,0.521814942,0.520279467,0.486030757,0.473976344,0.467709541,0.464271754,0.453758359,0.422521353,0.401893556,0.386323333,0.682244778,0.649684131,0.599476814,0.555038452,0.528875351,0.495640963,0.415198803,0.365988553,0.32320568,0.484256744,0.392732382,0.333412081,0.284819245,0.49560234,0.413745075,0.359018862,0.315081298,0.527324617,0.480129719,0.446573257,0.415696502
HI,0.53258127,0.598707259,0.658029675,0.704080582,0.742104411,0.611287832,0.643392563,0.660925865,0.674278319,0.570642292,0.586638093,0.594919264,0.601120055,0.530596077,0.532029033,0.532860875,0.534623146,0.489247859,0.466855079,0.453183115,0.443025589,0.737446427,0.714959383,0.670724332,0.636464775,0.622442603,0.530546963,0.454817712,0.405501008,0.36383599,0.513429403,0.417825341,0.358795106,0.312198877,0.520468652,0.437356621,0.382975459,0.338636488,0.547425091,0.497061551,0.459154189,0.423645794
HI,0.545271397,0.597908258,0.641181648,0.671877444,0.695431828,0.598775864,0.614601076,0.623453319,0.630656719,0.565798461,0.571297169,0.577647626,0.583719611,0.534055889,0.527990878,0.527171493,0.52877605,0.502532661,0.482758224,0.472456157,0.465979457,0.714570403,0.688959181,0.646212161,0.615548193,0.601420879,0.533842385,0.468163639,0.428580463,0.395445108,0.525335431,0.447964489,0.401245475,0.363994837,0.53308028,0.461901844,0.417921782,0.380757064,0.555956841,0.507300019,0.473820031,0.44187665
HI,0.233081132,0.279999137,0.326596737,0.363548785,0.38952738,0.296232164,0.319908381,0.329784989,0.337905347,0.266521454,0.279837906,0.285835803,0.290479273,0.236693263,0.241826281,0.245913163,0.250397325,0.205181122,0.197973669,0.194820046,0.194145188,0.577946723,0.555695295,0.524474323,0.496257633,0.473411441,0.415869892,0.352522641,0.313846201,0.279831231,0.403501809,0.330956429,0.284567297,0.247810826,0.406605572,0.339322269,0.29961136,0.267270654,0.422888845,0.378987759,0.349578857,0.322026372
HI,0.412285298,0.470700353,0.522604942,0.562457919,0.594941437,0.485933393,0.512238979,0.526297212,0.537303805,0.450432211,0.465627939,0.473567188,0.479977071,0.414952785,0.421801627,0.427639008,0.433819115,0.377455503,0.37011686,0.366827488,0.366811365,0.656574667,0.63261658,0.587012768,0.549624681,0.525444567,0.464087725,0.390225291,0.345155001,0.306049347,0.451594144,0.368181735,0.31490472,0.273053467,0.456509054,0.379321307,0.331049979,0.291083038,0.476096869,0.420734316,0.384480685,0.350867212
HI,0.771596134,0.843674481,0.90615195,0.947073102,0.979228377,0.854552686,0.879600644,0.893477201,0.904915392,0.813383281,0.826449096,0.837519825,0.846777081,0.773455501,0.77091229,0.773709893,0.778397381,0.733428121,0.718144476,0.71165204,0.709440708,0.709125698,0.684464395,0.635082722,0.593348503,0.575956285,0.501030624,0.420974463,0.372882664,0.332591385,0.486710012,0.39325124,0.336576462,0.291217387,0.491708338,0.407478243,0.35488525,0.311991632,0.513314426,0.453062326,0.413481832,0.377202868
HI,0.537947834,0.575412631,0.60834825,0.63456285,0.655230939,0.587577999,0.603516757,0.611774325,0.618126929,0.565851748,0.574793994,0.579583049,0.583215535,0.544505835,0.548096359,0.550973296,0.554354429,0.52262044,0.517737269,0.516268551,0.516470969,0.548947394,0.534675419,0.509197712,0.488223225,0.477398723,0.438762993,0.393721104,0.365721643,0.34080714,0.430112422,0.379585743,0.348085642,0.322306395,0.433242708,0.387295783,0.359545827,0.336074084,0.445906699,0.414707124,0.394540936,0.376226306
HI,0.367579877,0.422781378,0.463969141,0.498435915,0.530502796,0.427941144,0.45585078,0.470067292,0.479502052,0.390130699,0.399158806,0.402639568,0.402998328,0.354410857,0.344212353,0.338224888,0.33517915,0.320728272,0.293723851,0.277194589,0.265171975,0.700498402,0.669612169,0.608214259,0.554838181,0.525611281,0.514592111,0.442693114,0.395991266,0.357161939,0.50337249,0.41962415,0.367283434,0.325008541,0.513891757,0.440317035,0.392853737,0.351938456,0.543576658,0.501664221,0.471099585,0.441010177
HI,0.228998423,0.261420071,0.289197445,0.31360358,0.333683074,0.243584529,0.253952324,0.25824964,0.260322392,0.215310887,0.209060222,0.203955799,0.199172497,0.191309735,0.177334458,0.16907613,0.16321969,0.169627935,0.142316043,0.124662131,0.110692404,0.497728586,0.461678028,0.42118457,0.389242202,0.371408612,0.352749377,0.299807578,0.267301112,0.240864515,0.353893697,0.292257309,0.256515682,0.227429703,0.368443638,0.315591931,0.281438172,0.253028542,0.394880444,0.368162155,0.349545211,0.330768645
HI,0.296724051,0.320175767,0.337929666,0.352533638,0.366751611,0.312826246,0.323388517,0.327867448,0.330839127,0.292104691,0.287237406,0.283137977,0.279220819,0.275174677,0.26620093,0.260539055,0.256184697,0.261458039,0.246515289,0.236658394,0.22836566,0.567992389,0.546052575,0.51605612,0.489781976,0.474289417,0.466068625,0.423063874,0.395643175,0.372054607,0.464728802,0.418464094,0.389045954,0.364932597,0.474671811,0.437314749,0.413791269,0.393465728,0.493747771,0.471631587,0.457189232,0.443323702
HI,0.387971848,0.427120745,0.45568195,0.476111382,0.497488976,0.424877435,0.435017496,0.445647985,0.456388682,0.400219917,0.405141771,0.410975218,0.417899281,0.374912798,0.372772932,0.374132216,0.378826827,0.347988367,0.344566047,0.345446229,0.349819154,0.715095937,0.679986238,0.622398555,0.577598453,0.552669346,0.548879743,0.494678468,0.466688901,0.447774619,0.540384054,0.470831156,0.427325845,0.393783092,0.543497503,0.476812899,0.435952663,0.403595835,0.558947802,0.511500359,0.482884228,0.458117664
HI,0.464058369,0.488476664,0.506632864,0.52245903,0.536853909,0.470905244,0.475041449,0.482237637,0.490609527,0.450892031,0.446101248,0.447525054,0.452518851,0.432464182,0.423500568,0.425263077,0.431249321,0.415154308,0.406793237,0.408623338,0.414658874,0.621237218,0.591224313,0.548493743,0.515843093,0.493028879,0.493063629,0.450490892,0.430392683,0.417522907,0.493958652,0.44062072,0.409875125,0.390020698,0.504113913,0.455623895,0.428710639,0.410540789,0.522580326,0.486981481,0.46603927,0.450162321
HI,0.464447677,0.490796387,0.511255443,0.529137433,0.545749664,0.489432424,0.504235029,0.512053609,0.517941177,0.469766796,0.470379144,0.470574915,0.470216244,0.452199966,0.448416144,0.447848141,0.448082119,0.436051905,0.42531848,0.418308377,0.412512451,0.561934173,0.541272819,0.511259019,0.486033529,0.473154694,0.459986597,0.418564498,0.392136574,0.370554686,0.456151932,0.407836914,0.378131688,0.355580419,0.463494062,0.425169557,0.400328189,0.380187839,0.480048597,0.456678063,0.441860646,0.428709269
HI,0.418200523,0.443773538,0.454395771,0.455581546,0.455354571,0.430673778,0.427041471,0.422850788,0.418505281,0.412536204,0.40427649,0.397235125,0.391635746,0.396317661,0.388181537,0.383790135,0.380929887,0.380573571,0.371733874,0.367185712,0.363546193,0.424064279,0.39040035,0.349535167,0.312264204,0.284163117,0.315546989,0.271046191,0.24344635,0.220083743,0.318696678,0.27412647,0.244135782,0.218632579,0.329350144,0.290679932,0.264070243,0.2412429,0.346546084,0.322045803,0.304402888,0.288363099
HI,0.305939734,0.3305704,0.350816637,0.36664176,0.381805778,0.328284085,0.341569304,0.348001778,0.352438003,0.307377815,0.304616064,0.301926494,0.299220651,0.289663106,0.281874299,0.2773754,0.274374515,0.274397075,0.260082424,0.250586361,0.242881879,0.548562527,0.529390693,0.500829041,0.474996597,0.45980674,0.446644753,0.403817117,0.376553148,0.353839368,0.443300426,0.395355403,0.365720958,0.341995627,0.451723725,0.413111866,0.388504893,0.367501527,0.469661713,0.446277618,0.431176484,0.417064339
HI,0.588293195,0.614878833,0.634540796,0.649184287,0.662825823,0.608989775,0.619002759,0.623650312,0.626610577,0.588643253,0.585346937,0.5827443,0.579874039,0.571638703,0.563718379,0.559246361,0.556125462,0.557152033,0.544307113,0.536694765,0.530834496,0.608174503,0.587925255,0.559204102,0.534328997,0.519762874,0.512794971,0.472959548,0.447205395,0.425762266,0.510557652,0.465687841,0.437490791,0.415442258,0.518904507,0.482487351,0.459314048,0.439882457,0.535923779,0.514782071,0.500986814,0.488000125
HI,0.534519017,0.561769664,0.580451488,0.593629122,0.606210053,0.560389638,0.573479712,0.579279065,0.582700014,0.540560246,0.540763319,0.540937006,0.540926754,0.522725046,0.521079659,0.522080183,0.523355067,0.506503284,0.497235775,0.491142482,0.486176521,0.563158453,0.541109383,0.504098415,0.473116636,0.455553472,0.460988045,0.418834239,0.391127944,0.369296879,0.457099974,0.408417791,0.378678858,0.355858833,0.463162214,0.420208186,0.393345803,0.371580452,0.478173375,0.45152694,0.433341175,0.417033017
HI,0.089763679,0.135298103,0.170159236,0.192703754,0.21677348,0.145633712,0.169748947,0.182331711,0.191441581,0.110969737,0.116362438,0.119556867,0.121365167,0.078505911,0.076402158,0.07550697,0.075292453,0.047247082,0.034254998,0.024869986,0.016785711,0.681520343,0.647553146,0.590882659,0.537522376,0.503286421,0.516031265,0.448801875,0.404798627,0.366537511,0.5067361,0.427486509,0.378191471,0.335384309,0.515398502,0.445785224,0.400009215,0.359725952,0.538344085,0.485790104,0.450753152,0.415254354
HI,0.657034934,0.709560275,0.73742795,0.754732132,0.774893939,0.699439943,0.719416082,0.730058253,0.737266898,0.663414836,0.66374743,0.663245559,0.661331475,0.630629003,0.624387205,0.623095334,0.622142196,0.600882471,0.576851547,0.560454607,0.546472907,0.743164361,0.695562303,0.61503619,0.548033834,0.503656745,0.536055863,0.451425761,0.39749223,0.3531093,0.52886951,0.435279965,0.373850644,0.323475868,0.540704548,0.453798711,0.396553099,0.348395288,0.569821775,0.514655769,0.474977195,0.438553423
HI,0.472067624,0.512871623,0.539867699,0.554066062,0.5703578,0.504908264,0.512885392,0.518168151,0.522204876,0.477263778,0.474952221,0.474487901,0.473324955,0.4525249,0.441243798,0.43564707,0.432228237,0.429990977,0.414712608,0.405462265,0.398247957,0.641195953,0.60940975,0.555673957,0.507833123,0.469141781,0.487632811,0.430614769,0.395186186,0.362926841,0.484145284,0.418802381,0.376543283,0.337865591,0.495617509,0.436677516,0.396137357,0.357558042,0.518248677,0.473178089,0.441150367,0.408634096
HI,0.352292717,0.391834557,0.418941617,0.432508081,0.450496495,0.391712964,0.402066052,0.406204075,0.408190995,0.364648849,0.364387065,0.363552541,0.361357272,0.339991421,0.331780672,0.327462971,0.324324876,0.317046285,0.30615446,0.299460649,0.2940377,0.597685337,0.570659935,0.519327164,0.470747113,0.437498301,0.452860057,0.39861849,0.363085747,0.331107855,0.444076598,0.378862858,0.337710023,0.301679432,0.44933334,0.389567822,0.351336718,0.316610873,0.465937793,0.419194996,0.388242334,0.358098298
HI,0.295172393,0.340428621,0.374064207,0.395308465,0.41566807,0.339676946,0.348063916,0.350296974,0.352324665,0.307712018,0.306005299,0.304844439,0.305896401,0.277737916,0.277004868,0.27888304,0.282336235,0.247867346,0.236884505,0.228943795,0.222086102,0.72662437,0.691077054,0.629993796,0.575197339,0.537906706,0.544203997,0.474540651,0.430489987,0.392045826,0.539925516,0.469055653,0.42115587,0.381280959,0.550937533,0.488721132,0.447945595,0.413592696,0.574964881,0.53232342,0.504679739,0.478481144
HI,0.672607481,0.700240433,0.713601768,0.719499111,0.730173528,0.686086178,0.69090575,0.694613755,0.6969136,0.667122304,0.664559186,0.664515615,0.663498461,0.650379121,0.642098188,0.637475848,0.633473217,0.635259867,0.62471503,0.617791653,0.61172235,0.641273618,0.61772871,0.577635884,0.546536088,0.52830708,0.5314942,0.491557151,0.465676814,0.444259346,0.527238309,0.478229433,0.447317183,0.421328992,0.531439781,0.486884058,0.457355142,0.431826919,0.543150961,0.508928776,0.486408055,0.465175927
